FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.353;0;0.000;0.000;0.000;1;0.000;0.000;0.000;2;0.000;0.000;0.000;3;0.000;0.000;0.000;4;0.000;0.000;0.000;5;0.000;0.000;0.000;6;0.000;0.000;0.000;7;0.000;0.000;0.000;8;0.000;0.000;0.000;9;0.000;0.000;0.000;10;0.000;0.000;0.000;10;0.000;0.000;0.000;12;0.000;0.000;0.000;13;0.000;0.000;0.000;14;0.000;0.000;0.000;15;0.000;0.000;0.000;16;0.000;0.000;0.000;17;0.000;0.000;0.000;18;0.000;0.000;0.000;19;0.000;0.000;0.000
Frame2;0.400;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.111;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.075;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.438;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.225;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.576;-0.189;3.036
Frame3;0.420;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.111;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.075;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.438;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.225;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.576;-0.189;3.036
Frame4;0.427;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.111;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.075;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.438;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.225;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.576;-0.189;3.036
Frame5;0.435;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.110;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.074;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.437;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.226;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.574;-0.184;3.029
Frame6;0.442;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.110;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.074;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.437;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.226;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.574;-0.184;3.029
Frame7;0.449;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.110;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.074;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.437;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.226;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.574;-0.184;3.029
Frame8;0.456;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.110;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.074;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.437;3.051;13;0.343;0.114;3.081;14;0.349;-0.165;3.113;15;0.336;-0.226;3.085;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.574;-0.184;3.029
Frame9;0.463;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.110;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.074;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.437;3.051;13;0.343;0.114;3.081;14;0.349;-0.166;3.113;15;0.336;-0.226;3.086;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.573;-0.182;3.025
Frame10;0.470;0;0.412;0.501;3.054;1;0.423;0.557;3.113;2;0.419;0.909;3.148;3;0.404;1.110;3.135;4;0.261;0.791;3.121;5;0.240;0.572;3.074;6;0.225;0.371;3.000;7;0.220;0.303;2.982;8;0.543;0.794;3.061;9;0.582;0.578;3.016;10;0.596;0.364;2.956;10;0.596;0.364;2.956;12;0.347;0.437;3.051;13;0.343;0.114;3.081;14;0.349;-0.166;3.113;15;0.336;-0.226;3.086;16;0.475;0.439;3.022;17;0.540;0.111;3.062;18;0.578;-0.143;3.076;19;0.573;-0.182;3.025
