FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.353;0;0.000;0.000;0.000;1;0.000;0.000;0.000;2;0.000;0.000;0.000;3;0.000;0.000;0.000;4;0.000;0.000;0.000;5;0.000;0.000;0.000;6;0.000;0.000;0.000;7;0.000;0.000;0.000;8;0.000;0.000;0.000;9;0.000;0.000;0.000;10;0.000;0.000;0.000;10;0.000;0.000;0.000;12;0.000;0.000;0.000;13;0.000;0.000;0.000;14;0.000;0.000;0.000;15;0.000;0.000;0.000;16;0.000;0.000;0.000;17;0.000;0.000;0.000;18;0.000;0.000;0.000;19;0.000;0.000;0.000
Frame2;0.415;0;0.509;0.535;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.770;7;0.285;0.308;2.734;8;0.644;0.813;2.878;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.471;2.811;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame3;0.440;0;0.509;0.535;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.770;7;0.285;0.308;2.734;8;0.644;0.813;2.878;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.471;2.811;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame4;0.447;0;0.509;0.534;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame5;0.454;0;0.509;0.534;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame6;0.461;0;0.509;0.534;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame7;0.468;0;0.509;0.534;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame8;0.475;0;0.509;0.534;2.828;1;0.509;0.591;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.944;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.840;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame9;0.482;0;0.509;0.534;2.828;1;0.509;0.590;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.943;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.839;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
Frame10;0.489;0;0.509;0.534;2.828;1;0.509;0.590;2.884;2;0.500;0.932;2.904;3;0.494;1.155;2.943;4;0.357;0.809;2.887;5;0.320;0.563;2.838;6;0.304;0.355;2.769;7;0.286;0.309;2.734;8;0.643;0.813;2.877;9;0.702;0.560;2.839;10;0.729;0.352;2.773;10;0.729;0.352;2.773;12;0.446;0.470;2.810;13;0.429;0.150;2.848;14;0.417;-0.105;2.896;15;0.403;-0.177;2.875;16;0.575;0.472;2.818;17;0.657;0.138;2.853;18;0.707;-0.104;2.893;19;0.708;-0.179;2.878
